,121D,122D,113D,123D,111D,112D
121D,NA,NA,NA,NA,NA,NA
122D,-0.947906405810956,NA,NA,NA,NA,NA
113D,-1.31493326461503,-0.590262650202453,NA,NA,NA,NA
123D,-1.0320180478315,0.496760637969068,-0.565461678176023,NA,NA,NA
111D,-0.472767103597301,0.43800528379987,0.532682650521923,-1.04033568621819,NA,NA
112D,-0.539956627158729,-0.309944256286428,1.84379351758103,-1.16945581869421,-0.657312473847504,NA
