"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"49cbe0cfbd90d4af358d9de93d74ef5ce55044f5",0.0375884280370843,0.55050830520208,0.0136001221680957,0.170116934856812
"c155a97d73cec657780a0c7422a2a46e1c1df049",0.0137227628382345,0.525058727683108,0.00405166959649408,0.112693357758155
"1210458ffbd20976a2caee5afb4e9506bb3d2e89",0.012575937845594,0.502782907218555,0.0130008704113479,0.176402761494253
"23e53440258ab98f24639845bbaba5b943a61d39",0.00268094502798435,0.380499725988311,0.00174191087795193,0.0504434569480799
"efacc7fcd0808bcc549ffd4302a0000f628ee28a",0.0271564400964433,0.542835080736421,0.0124384731423083,0.169299168465625
"673c087a8b53cbf573188508070b917ed5e1053c",0.0309516520533153,0.571731254554405,0.0133256719221995,0.200532977179188
"33d754de059fc8c430d1b15c36008ce6f841deaa",0.0434571755823664,0.564299240966512,0.0449068561162934,0.275931635492912
"a890122e988060df16858e5dc69a27bdff2f7d74",0.00439363865317086,0.439610691594649,0.000931340335744103,0.0444499583827762
"490aa53580d07131ce2767348f2313b86d215d89",0.0159913919746443,0.510573623280074,0.0140419038191663,0.175323989922526
"4dbb09b9c8f45dbd458d146f5aefb07318294c75",0.0382211880489211,0.55333634448822,0.0100813226279001,0.15042585177044
"1926311894bf651bb67ff783eacb6baf5ee454b2",0.033842218899293,0.553741801246963,0.00917513119761305,0.123169839631624
"be656be918be8d915cc4631a52017428f8889b2c",0.0347596897020576,0.582490786213171,0.0247081797218678,0.246358591725042
"9531e9fb41d8c8191ed5a4bc4b0c4decbb03e163",0.0049942887716831,0.43377160682734,0.00128775220850539,0.0439942346160949
"ec7dddb7414cc2ee340282b9c59c55439357480e",0.0320319912460405,0.553895989728475,0.0224777971820227,0.212799136137243
"2a880f74b7d365a8b5c197912c818c4f29984f90",0.0112063160995516,0.498148376783121,0.00857464125342288,0.139767809373157
"5442637273e587fe93f555fc3221b8fb5e4991f4",0.00301036451023826,0.406654400377254,0.00210227433187666,0.0580394343501451
"fdbe7e668fbb7c77f0fa0979b0da1305c7fd9cb6",0.0308732098113752,0.576883049982312,0.0099235030790202,0.161429927699631
"3095a742738eee8985ed984f48688b08c7782489",0.026338580974035,0.536009846788951,0.0126539357817689,0.161980661636927
"2555586dd3af299c55300bdf0878d6a9430f0c7b",0.0406295871176979,0.560097510477896,0.0347015849599754,0.262959332862979
"b7a0d8444c95afd57a03573f2dc42c35d627b8c2",0.0375536557567602,0.524436671491674,0.0241491972720603,0.192159062126416
"a808fc29a161ec60ff42ecda2619d8d397041ed4",0.0261337967074303,0.532061835049333,0.0256617380749635,0.181062293911454
"ff1a36f5b77fcc17169eec0b05483ae04d3cb01a",0.0486757734913855,0.589123818581626,0.0344628860010087,0.261256552697596
"e3eea558c1e2b667668cb3ea5a81c4fbf66d2be3",0.0433980843633304,0.59478533532815,0.0613091886258866,0.357465477094618
"809ff813202927703c7716660f6ca3941db4f3e2",0.0118573328012217,0.48813901084536,0.0174931725865461,0.160745135007862
"5d42e5696402bda570d3bedcf646b6e725e95755",0.0377464325115497,0.574771775385745,0.0517704423435486,0.300291697595229
"8e85a37b09f5191762c729cabe1f682e3818128b",0.0175248456771604,0.513906258272893,0.0253830705913192,0.183599392952692
"b5b28957f59f3d26137a878df84862ff8e7003f7",0.00935302074522984,0.479707332852837,0.00883653098801706,0.132901057439576
"0c9cc3c0a83ed950264f95aac75d6006da31c2e9",0.00715783591463736,0.451165223649423,0.00388186123475404,0.0880419181170716
"7f031f6d0601ee68b34d6754901205ca5c76e3b7",0.0409316973578317,0.550748198586044,0.0437245163415723,0.228577738455488
"4b94b0abcd78543536cb56e5f79eaeb015d49fec",0.0324132380993574,0.549516517256489,0.0445349049998355,0.256359489742946
"2779f1dc08172f2ce8341c272f94b2cb34e59a1e",0.000321280607701226,0.27367338538902,7.13433035969373e-05,0.00801400726880983
"d7ed0b62b794486c8400552b7adc2767a41ce28b",0.00639266496091556,0.456224416176113,0.006040306906617,0.12418630639301
"807a64ec5bb4935e28419be8b8934936b2f0f647",0.00984156219030817,0.471807139006055,0.0068634019705725,0.117103413320954
"77bd35530c2c8408d23b3525908526794b09055d",0.0120292719157014,0.480160727394181,0.0106237401014124,0.141438636028259
"74ef58bc7de1c66e25e925f4e06c56b7fc600fcc",0.00627152128414829,0.453970050559643,0.00527445847740857,0.118012149877143
"2b98305e308134ec52229d7ce560323e1c26a179",0.0472421715622598,0.592222038937915,0.0337529771370972,0.26186236871508
"4502b5e945ebc3d4985193843c12b5e325d3a249",0.0364704161986837,0.549196370334058,0.04484630525279,0.23206348190447
"d98ccf238c27e51e00cdaac788140df8db3dffb2",0.00640526721444517,0.453799515404534,0.00530939107657795,0.0960172882180638
"c73771cece5ec987e49a444b27b7d3753e65f1ee",0.0297372914824728,0.548530789246004,0.0379906154884292,0.233223307814586
"e11fb91b43ab87952fff9113b75546f881e86088",0.0190038354607082,0.522840227579079,0.0231612128405805,0.21056063818131
"8f0f2c23acc662bbda0be955537d01054a34004c",0.0180115788529656,0.503694076914934,0.0234300109200343,0.210982680487688
"7b8605a5c283c3dd3a20d751711b79df5c0f48c1",0.0324881319744913,0.555139320330424,0.0108887225091803,0.163295859518225
"19d9e21fe847826886c7ec0c196449e370a23a46",0.0495610878016823,0.579774288277839,0.0439514707030773,0.252690081670358
"903802ef0f743998013ea9ce5fb12e2357871be5",0.0222140376187766,0.510760163934353,0.0185658034893173,0.173352631634865
"1a9c7def22480e78d13437e7f6cc8fdfade8723c",0.0282452289759065,0.533371666661597,0.0425216173117236,0.250344437259008
"e77a5fda402be3c6e86ba9473d000d5f16c44d31",0.0296934869614009,0.521148601119768,0.0386976898032878,0.210902819034752
"15b9c5a611b8ea10311279047c4a61a371ad1a1e",0.0254850196171468,0.525692880855732,0.0344163208615868,0.236638497754702
"688ddc988b53bc1b97fd47d5b6f1d1b1e9896de0",0.0154613294528576,0.526116446207813,0.00794457002613907,0.117886458124813
"0d49ee57a2acc420031bf6675297f39eead974de",0.0263120274720097,0.531841992160407,0.014025887515634,0.140004135055303
"6a2579354caec074b5c4ce7e97410a27141a8fc7",0.0355110274411819,0.57302249266241,0.0734774816233561,0.361843512805063
"18b3a01aaa780205f391964cf96c93c60fb283a3",0.0358311346048228,0.558315847796977,0.0396937698527659,0.233979600916846
"0b6f56bd7290af7967c1e19bdb6047354d9897cc",0.00779343338494532,0.448726647882587,0.00300823411921534,0.0768314801256578
"696609b9ba560dd7e947d37cb8f3ce7e6c132af6",0.00543693883981194,0.441932975082959,0.00339687089833111,0.0814252050588783
"8d4bf995ddd0d6719cb84558ec0cb6514758d34b",0.0482294621732983,0.594317014248031,0.0309540357531411,0.252493949601939
"61f3ffe8a18b2f21750e4eb2bcd892d3fdf73b6f",0.0104025471872311,0.472613986559265,0.00596725099055328,0.109450792677596
"04ddc1a65e652e5c36d3b83ca051e96de37afdbd",0.0402507443022912,0.577240957269282,0.0204413986666792,0.230914364056783
"4d7ca0eb43e1546a07f1a0c652f4156b9c1db6e0",0.0386258150789095,0.54879490685575,0.0589643102832792,0.263825134608186
"19556a350ea5df3fff0688f8fcc5f53d6cc9a9b8",0.00362164839116579,0.402757066446308,0.0071417504414124,0.109785361516048
"748f4d88876fe65dd871387f26bca388fd9e3a1c",0.0204060081518753,0.538555364146118,0.0290250656940331,0.226046862753184
"ba8521ae11efc2d1f9a588201c80237fe5b49951",0.0113364769681416,0.466989017775817,0.0176117132223527,0.158029446444412
"64b5a47794158333719592728c220a3604887f3b",0.0305562922217737,0.523244765020337,0.0271089820487224,0.208032839487901
"cb27e28e287f96bac990321728eed5c127e170ed",0.0461078083009858,0.567031199900367,0.0228307428696679,0.178894296221077
"f1144f2092227d01ea05fb6e0e4c972378aae9d2",0.0378668351858811,0.555647037831188,0.0459691193286805,0.25463274579611
"fe04b203fa584c7dc541f3b9b1887c020f8d5cb7",0.0164994514170197,0.507218251494805,0.0147446026876378,0.184925339595824
"f1d54452cd56423880fdca52989b76039d8e963c",0.0295411321354088,0.527346397282315,0.0400437731826389,0.234429228958299
"c4ea13d0a68f1ac38a1e010418ae83b8f5ff7bd3",0.0229579237619124,0.529291078316847,0.022597899607701,0.208750540846526
"0d7ede0dbce1741a8c06e4d0a544fdcb7aef5405",0.0166574456974966,0.511550355364808,0.0217102254319264,0.207888631412226
