#OTUID	111D	111R	112D	112R	113D	113R	121D	121R	122D	122R	123D	123R	211D	211R	212D	212R	213D	213R	221D	221R	222D	222R	223D	223R	311D	311R	312D	312R	313D	313R	321D	321R	322D	322R	323D	323R	411D	411R	412D	412R	413D	413R	421D	421R	422D	422R	423D	423R	511D	511R	512D	512R	513D	513R	521D	521R	522D	522R	523D	523R	611D	611R	612D	612R	613D	613R	621D	621R	622D	622R	623D	623R
50ea4c87fabe34c0bfb8ea86cf6ff464;size=621;	0	52	11	4	61	0	0	0	0	0	0	0	0	18	0	0	0	2	0	0	35	0	0	0	3	0	0	0	0	4	0	0	0	13	6	0	60	0	9	0	30	0	0	27	0	27	0	0	18	60	8	0	18	0	0	0	21	16	0	34	0	20	0	0	4	43	13	0	4	0	0	0
3071bc2b151b0faae7842e316f6501b1;size=620;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	1	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0
0ab31ba00fdf5870f20deb5dec907f5d;size=615;	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	5	4	0	4	0	4	0	10	0	1	0	8	7	106	31	10	5	0	11	0	5	0	5	0	0	0	0	0	0	8	5	0	117	6	19
168e7bc79f6dfb1f4d0a1edd86b290a2;size=615;	0	51	0	0	112	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	252	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285bbdbf157de80b2a1095681083a18d;size=615;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	17	0	348	7	24	0	39	0	20	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e7cc2815d893163169e2bde1b327312;size=610;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	491	0	0	0	0	0	0	0	0	0	6	0	26	0	67	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c8517c4c3febf92d5e4dc83c8f7c653;size=608;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c6719ad835a96d980a4ae0065f26877f;size=606;	0	4	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0
ba597083e35ed28546c345cfa69defc4;size=604;	0	0	0	0	0	0	0	0	0	0	0	0	68	12	0	15	0	14	290	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28db7187ccd5f221b771726ee94c04b3;size=601;	2	0	0	0	0	0	12	3	314	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	13	0	0	4	0	0	23
ef47019c78ecf4c29529520db9d70ba4;size=596;	0	0	0	0	84	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	484	0	0	0	3	0	2	0	0	0	0	0	0
000f7942d7a6d2ecd88204130e589f7b;size=594;	0	0	0	0	0	0	35	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd2e91feade5fd0868fac5042e68763a;size=590;	0	0	0	65	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	38	42	0	77	0	1	0	43	18	11	0	0	1	0	1	0	131	38	24	0	0	0
972855850f9e14bd6fe904659e81f5ef;size=590;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	576	0	0	0	3	0	0	0	0	0	0	0	0	0
4a88e68e521974fb3e4a14d63e381fdb;size=589;	0	69	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	195	11	0	0	0	10	11	38	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0
5aafa793e6caef4c0391fa5acb66b14c;size=585;	0	0	0	0	6	0	0	0	0	11	0	11	54	0	0	0	35	0	0	5	0	7	3	0	24	0	13	0	25	0	0	0	0	48	0	34	0	0	0	0	0	47	0	10	59	0	0	0	10	26	0	15	0	0	0	0	2	96	28	0	0	0	1	0	0	0	0	15	0	0	0	0
f4687268456b46f70ebc378b075712dd;size=585;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	355	0	7	0	8	1	4	0	8	185	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5330524c011385de67543595eb071b9c;size=582;	0	54	0	0	0	0	0	0	0	2	0	0	0	478	0	3	0	5	0	0	0	14	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7d3250bb741921a2245168b4288017a6;size=581;	0	0	191	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e5e282c00b1983c16b76cf9522a5d34;size=581;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
929954abcadca04c73c1073f35bb66f2;size=576;	5	25	5	12	50	12	0	9	18	49	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	1	6	0	7	0	0	0	11	28	0	4	19	11	0	5	0	88	8	28	25	0	0	18	0	19	11	0	0	0	4	1	0	0	8	40	0	0	6	7
2a70aefe72f61f1337d5911edce3c9cd;size=575;	1	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	4	0	28	63	68	148	0	0	0	0	0	0	0	0	0	0	0	0
039b8777f0657694015756da30906c4d;size=575;	0	0	38	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	132	0
379889482fb90a28df063da631f6a6e5;size=575;	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	23	2	0	16	0	31	0	0	2	397	9	0	23	0	5	0
9e5f71b001d47c2f5a649959317ee8b7;size=574;	0	5	0	0	0	36	0	9	0	0	0	0	0	0	14	5	0	0	10	48	45	0	0	0	0	0	33	0	0	0	0	7	0	0	0	0	0	4	0	19	0	13	38	33	26	85	0	22	0	52	0	0	0	0	0	14	0	0	0	0	0	38	0	8	10	0	0	0	0	0	0	0
f3ac46d81dba4dffdc847aee0a31f884;size=572;	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	284	0	0	0	48	1	0	0	0	0	0	7	9	0	152	0	0	0	27	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4516545fa60334cf8d35b6023f5f4486;size=572;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	8	12	0	19	0	2	0	5	0	5	2	500	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e7bf49a69ad0479ecd978eff1d4256c7;size=570;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	475	0	7	0	4	0	7	0	14	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a3dcd536070c2bb190e225d5717e6fbb;size=569;	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	59	82	0	31	31	147	151	40	0	0	2	0	0	0	0	0	0	0	3	0
5f5bd148eb8e425eaea8894cc655dcfc;size=568;	38	10	21	32	0	121	0	0	12	168	15	31	0	11	0	0	0	0	0	1	0	0	0	3	0	8	0	3	0	0	0	0	0	0	39	0	0	0	0	0	0	0	11	0	5	2	0	0	0	4	7	0	18	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0
5b7c402bb41bfabf35eb453660e25ef6;size=568;	11	0	0	0	20	0	0	0	0	16	0	0	16	39	3	0	9	14	0	12	8	0	0	20	0	4	0	0	7	15	13	0	0	0	20	9	34	21	13	0	15	50	44	8	29	26	5	33	0	3	7	0	12	17	3	0	0	0	5	5	0	0	0	0	0	1	0	1	0	0	0	0
54a5e69f6299149d4cd82017a4b9d561;size=568;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	66	12	0	1	0	0	0	0	0	0	0	0	247	0	23	171	0	16	0	2	10	0	0
20f365770890d51549be207948f7ba82;size=568;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	4	0	134	88	0	0	0	0	0	45	0	0	0	21	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
4b1b76fb8ba41947ed6edc1f46f87922;size=567;	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	64	81	365	0	0	0
f01e273e7607f72e25e2c34f79419e1a;size=565;	0	0	0	0	0	3	0	0	0	0	0	0	11	28	7	24	0	47	0	37	18	0	4	21	6	27	0	23	4	36	0	0	15	5	88	2	21	0	11	10	9	26	18	0	13	30	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f069e8cf637729d2343c7610e8c1fa71;size=564;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	551	0	1
7a70275846cc7bf508d698a1d9994a7b;size=563;	1	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	17	49	33	0	63	22	0	0	0	200	1	29	0	0	0	1	1	0	0	0	0	4	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e26f5989107034cb00ffa2488cf2571e;size=560;	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	1	0	13	1	0	1	2	0	57	0	0	0	0	256	0	0	0	0	0	56	61	3	37	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89a8a9fc06f0f9fe0795df3256252048;size=559;	0	13	0	0	17	0	0	0	0	1	0	1	18	0	0	0	0	0	0	14	21	6	0	0	22	23	0	8	37	24	20	10	3	0	91	16	45	0	0	0	0	0	9	8	45	50	18	34	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
faa32c64bb33e2b3b14201ffd3ea50ce;size=558;	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	4	0	0	1	1	0	0	9	20	7	59	0	5	17	0	0	0	3	0	83	0	4	0	0	1	5	0	6	2	266	43	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e34ab3ff486b87c53b153dc4414dc47b;size=555;	0	0	0	48	14	7	0	0	0	1	0	0	0	31	5	0	9	49	0	2	0	0	1	0	5	0	1	0	0	0	0	6	0	0	3	2	104	0	0	0	3	0	0	14	14	0	0	0	0	28	0	6	17	16	0	6	8	5	15	11	0	0	10	2	0	52	0	16	11	13	6	14
0996edd4a63410235ea1bb425a8f221a;size=554;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e516b8fd87bab74233728d7a43dfcd0;size=553;	0	0	0	0	24	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	32	0	20	0	0	0	4	0	0	90	0	0	41	10	3	0	0	0	0	73	0	0	0	0	46	0	21	0	0	0	2	4	3	0	0	0	0	0	25	0	0	6	0	128
d5bc5312fdd5697eaecefaef7f00f400;size=552;	0	19	0	0	29	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	173	0	26	3	0	0	0	0	2	0	5	23	0	0	17	4	8	0	0	0	0	0	8	0	0	144	0	0	0	0	0	0	0	0	0	0	47	0
28d6278a11d213956e9ebae3006091c3;size=550;	0	61	0	0	76	229	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7	0	0	0	0	0	0	0	128	0	15	0	0	1	0	0	1	0	0
a64314b602419d0413c623bfeb584f07;size=550;	0	2	0	0	0	0	0	0	0	0	0	0	21	0	1	4	2	4	3	3	13	5	4	5	45	20	6	0	14	3	2	0	11	6	0	5	10	2	3	0	27	11	0	9	193	1	8	4	0	12	3	2	16	5	5	7	0	16	5	0	1	1	0	0	0	0	13	5	8	4	0	0
00a2a7c6fbf5c5246596a234775cac5d;size=550;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9df41c1f03714308d6f4ddc93dbc723;size=547;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	12	0	14	0	7	0	9	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a60b243119a2dcd735d7fa89d4e8b8e;size=546;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f863d7cd3be431ebfde026ada1e6b7f;size=542;	25	0	29	12	0	28	0	7	22	69	7	15	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	15	0	0	2	0	72	0	2	0	1	0	2	1	10	0	1	35	0	16	11	56	5	7	5	0	0	0	0	7	5	3	1	13	4	2	0	11	5	10	0	0	0	8
0fcb8d5acefb9b9fddfe41e3991d9a11;size=542;	0	187	0	0	73	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	7	0
a9e69d80305396b1ad8b50fa9c08dd3a;size=541;	0	0	0	0	2	0	0	0	0	0	0	0	5	0	466	0	0	0	17	4	2	0	27	2	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
db5dabc204f9797ea757e7a7a9848567;size=541;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	483	0	0	0	0	0	0	0	0	1	4	0	0	32	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
7732cbd0021ef87f8d6170662d64e1fc;size=541;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	1	0	0	0	0	0	7	0	0	0	0	41	0	19	1	0	0	0	0	0	0	37	1	0	347	0	0
eeea2094f48fb03ace33f6ab0e9b1553;size=541;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	1	226	0	0	0	0
e214390832268b18b48f38870aa70e19;size=540;	7	15	7	6	18	18	2	10	14	46	9	17	6	0	9	7	0	31	0	0	0	0	0	5	0	7	0	13	0	16	0	0	0	0	9	0	9	5	4	4	32	38	8	0	15	21	4	0	16	35	0	15	22	4	0	0	0	4	6	0	0	1	2	0	0	0	2	14	0	5	0	2
520d87a8e6f93f75f45f9961e09632aa;size=537;	0	0	0	9	0	5	0	0	0	2	0	0	2	39	2	4	3	69	0	0	0	0	0	0	56	0	31	0	10	0	0	4	2	8	0	14	30	1	2	1	13	4	2	0	29	1	0	4	41	64	0	0	36	6	0	0	4	0	0	0	4	0	3	0	1	4	0	0	0	27	0	0
8ec2ef7dff2963e1ef503987c25b6465;size=535;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	164	5	0	270	1	0	1	0	4	0	0	1	0	19	7	0	5	0	50	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75045eb834a2f4d74f0d352ca4f6f6ec;size=534;	15	54	16	17	30	25	0	16	28	86	22	38	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	9	0	0	0	24	61	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	7	3	7	0	36	0	0
fde0df1bee04d82b07eeb852cdd186c6;size=534;	14	0	0	14	0	210	0	0	0	0	0	0	0	0	0	0	0	58	0	0	45	0	0	15	0	0	0	0	0	0	10	7	0	0	0	0	0	6	0	0	16	0	0	0	0	0	0	5	0	0	0	0	63	1	14	5	0	0	0	10	0	0	0	0	0	0	9	0	2	17	0	13
060678cfbd896e6ba7a48c378eb7e8c2;size=531;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	99	0	0	0	0	0	0	0	0	0	186	0	0	7	0	127	0	35	26	0	0	25	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fdafd85e46edce86e5efff26fed5d231;size=531;	0	0	0	46	0	0	6	67	21	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	0	10	9	0	0	0	7	0	0	3	0	4	15	6	0	165	0	0	16	7	18	57
de650ba25cf0edfe003a006426562d34;size=528;	18	10	3	4	15	13	0	0	11	14	0	0	2	4	0	0	2	16	4	0	0	0	0	3	7	10	4	3	3	4	9	1	3	6	43	8	30	7	14	16	9	11	42	10	40	61	14	0	5	1	0	0	2	8	1	5	1	15	5	4	0	3	0	0	1	2	0	0	0	1	0	0
bc9ea490a8685bc5375f44369ee35cfc;size=528;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	62	157	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	30	10	0	0
5d22e9aeb5b4cd263edc3185b9f3e9de;size=528;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	143	0	9	227	0	0	0	0	0	0	0
bc8d0499365d3445fd60d175a2565441;size=527;	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	7	0	100	0	0	0	1	288	76
736d155a05ce0dad383c1446687766d3;size=525;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	488	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0a39fc3966f0f3574b5657eb114946e;size=525;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0
9d55bffe299048e863b40ef3399ed69c;size=524;	12	0	103	0	0	0	14	0	129	25	85	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	31	25	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0
09c87794e1cc828c8e4081197fc28e3d;size=524;	0	0	0	155	0	0	32	3	68	231	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	0	0
202088ff9bd709598028e4940777e3ad;size=524;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	376	0	0	0	92	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34871f262121df1b8749b5cb8e0dcfcd;size=524;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	46	5	24	0	0	0	2	10	0	4	0	270	0	0	0	0	0	0	139	0	0	0	21	0	0	2
ee3a7175847bb5e7232bdabffaaaa8f5;size=523;	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	3	0	5	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
5f4d6b5a67b2c1fc788f0539a3fdc4b9;size=523;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60d1fc8343598387b3d0dd680c1f7383;size=521;	5	0	0	10	0	104	0	0	0	331	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0
bcbe0d6d64ea5d8974fe077184691d65;size=518;	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	6	2	20	0	2	0	58	0	0	0	0	0	0	0	0	0	0	0	2	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	55	192	0	10	0	0	0	7	0	0	0	0
324c852d5172762165e1b2bdb775dc53;size=518;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0
301b1eee3033767ba112c12ec48c55ef;size=517;	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b5ee8d213d94f02bdaadc406280816d;size=517;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	34	0	0	0	0	0	0	0	1	0	12	0	58	20	0	0	0	0	1	1	0	0	0	0	2	1	0	6	65	312	0	0
6e54876fd5dd32e6574ef6b14ff2cc84;size=516;	46	0	69	167	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	3	0	57	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	121	0	31	0	0	0	0	0	0	0
