,211R,212R,213R,221R,222R,223R
211R,NA,NA,NA,NA,NA,NA
212R,-0.662325261886149,NA,NA,NA,NA,NA
213R,0.0544462862979053,0.374107044693118,NA,NA,NA,NA
221R,-0.896357925147943,-0.479233278578901,1.16330987177908,NA,NA,NA
222R,0.308813678090591,-0.894621995255397,0.513011807728356,-1.64314226464252,NA,NA
223R,-1.26677260635304,-2.17787269638169,0.594021661419841,-0.49780426891285,-2.81465287053482,NA
